Feature_,Component_
FeatureClientApps,zhChs.ProductionAnalyst.resources.dll
FeatureClientApps,zhChs.ProductionAnalyst.Common.resources.dll
FeatureClientApps,zhChs.Citect.Ampla.General.Client.Common.resources.dll
FeatureClientApps,ru.ProductionAnalyst.resources.dll
FeatureClientApps,ru.ProductionAnalyst.Common.resources.dll
FeatureClientApps,ru.Citect.Ampla.General.Client.Common.resources.dll
FeatureClientApps,ClientRemoting.config
FeatureClientApps,ServerRemoting.config
FeatureClientApps,Citect.Ampla.Data.dll
FeatureClientApps,Citect.Ampla.Data.pdb
FeatureClientApps,Citect.Ampla.DataAccess.dll
FeatureClientApps,Citect.Ampla.DataAccess.pdb
FeatureClientApps,Citect.Ampla.DependencyInjection.dll
FeatureClientApps,Citect.Ampla.DependencyInjection.pdb
FeatureClientApps,Citect.Ampla.Framework.dll
FeatureClientApps,Citect.Ampla.Framework.pdb
FeatureClientApps,Citect.Ampla.Runtime.Data.dll
FeatureClientApps,Citect.Ampla.Runtime.Data.pdb
FeatureClientApps,Citect.Ampla.Runtime.Remoting.dll
FeatureClientApps,Citect.Ampla.Runtime.Remoting.pdb
FeatureClientApps,Citect.Common.dll
FeatureClientApps,Citect.Common.pdb
FeatureClientApps,Citect.Common.Gui.dll
FeatureClientApps,Citect.Common.Gui.pdb
FeatureClientApps,Citect.Security.Authorization.AzMan.dll
FeatureClientApps,Citect.Security.Authorization.AzMan.pdb
FeatureClientApps,Citect.Security.Authorization.dll
FeatureClientApps,Citect.Security.Authorization.pdb
FeatureClientApps,Citect.Security.Identities.dll
FeatureClientApps,Citect.Security.Identities.pdb
FeatureClientApps,Citect.Security.Remoting.dll
FeatureClientApps,Citect.Security.Remoting.pdb
FeatureClientApps,Autofac.dll
FeatureClientApps,Xceed.Compression.dll
FeatureClientApps,Xceed.Compression.Formats.dll
FeatureClientApps,Xceed.Editors.dll
FeatureClientApps,Xceed.FileSystem.dll
FeatureClientApps,Xceed.Grid.dll
FeatureClientApps,Xceed.SmartUI.Controls.dll
FeatureClientApps,Xceed.SmartUI.dll
FeatureClientApps,Xceed.SmartUI.UIStyle.dll
FeatureClientApps,Xceed.SmartUI.UIStyle.WindowsXP.Silver.dll
FeatureClientApps,Xceed.UI.WindowsXP.Silver.dll
FeatureClientApps,Xceed.UI.dll
FeatureClientApps,Xceed.Validation.dll
FeatureClientApps,Xceed.Zip.dll
FeatureClientApps,AxInterop.SHDocVw.dll
FeatureClientApps,ChartFX.WinForms.Adornments.dll
FeatureClientApps,ChartFX.WinForms.Base.dll
FeatureClientApps,ChartFX.WinForms.dll
FeatureClientApps,ChartFX.WinForms.Statistical.dll
FeatureClientApps,CSTools.dll
FeatureClientApps,Eyefinder.dll
FeatureClientApps,Interop.SHDocVw.dll
FeatureClientApps,PlexityHide.GTP.dll
FeatureClientApps,Northwoods.Go.DLL
FeatureClientApps,Northwoods.Go.Layout.dll
FeatureClientApps,SubSystems.TernControl.dll
FeatureClientApps,SubSystems.HTMLAddOn.dll
FeatureClientApps,Infragistics2.Shared.v10.3.dll
FeatureClientApps,Infragistics2.Win.UltraWinTabControl.v10.3.dll
FeatureClientApps,Infragistics2.Win.Misc.v10.3.dll
FeatureClientApps,Infragistics2.Win.v10.3.dll
FeatureClientApps,C__B91E50AC5E204BC9867A0A54EFF7423F.3689E6D571634F2294B5E633BF0B0BA1
FeatureAmpla,RemoveTempFiles
FeatureAmpla,AmplaShortcutFolder
FeatureAmpla,ProductInformation
FeatureAmpla,AssemblyFoldersRegistryValue
FeatureAmpla,RemoveRunTimeInstalledAssemblies
FeatureAmpla,ReleaseNotes.pdf
FeatureDocumentation,Ampla.chm
FeatureDocumentation,AmplaInstallationGuide.pdf
Feature_Lang_ZhChs,Citect.Ampla.General.Common.Parsers.zh.CHS.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.ActiveReports.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Connectors.FileConnector.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Connectors.SerialConnectors.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Controls.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Cost.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Downtime.Server.ActiveReports.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Downtime.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Energy.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Framework.Extras.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.General.Client.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.General.Common.Chart.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.General.Common.Gui.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.General.Common.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.General.Server.ActiveReports.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.General.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Inventory.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Knowledge.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Maintenance.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.MasterData.Activities.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.MasterData.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.MessageQueue.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Metrics.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Modules.Client.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Modules.Common.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.MSSQL.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Notification.Client.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Notification.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Planning.Recipe.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Planning.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Plant2Business.Activities.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Plant2Business.Mapping.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Plant2Business.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Production.Server.ActiveReports.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Production.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Public.MSSQL.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Quality.Server.ActiveReports.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Quality.Server.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.WebServices.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Workflow.Common.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Workflow.ServiceHost.resources.dll
Feature_Lang_ZhChs,zhChs.ControlEditor.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Connectors.InSqlHdpConnector.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Connectors.OleDbConnector.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Connectors.OpcConnector.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Connectors.ScadaConnector.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Framework.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Framework.Gui.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Runtime.Data.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Service.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.ServiceCore.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Services.Manager.Gui.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.StandardItems.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Studio.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Ampla.Studio.SandDock.Gui.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Common.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Common.Gui.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Security.Authorization.resources.dll
Feature_Lang_ZhChs,zhChs.Citect.Security.Identities.resources.dll
Feature_Lang_ZhChs,zhChs.ChartFX.WinForms.resources.dll
FeatureLangFr,Citect.Ampla.General.Common.Parsers.fr.dll
FeatureLangFr,fr.Citect.Ampla.ActiveReports.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Connectors.FileConnector.resources.dll
FeatureLangFr,fr.Citect.Ampla.Connectors.SerialConnectors.resources.dll
FeatureLangFr,fr.Citect.Ampla.Controls.resources.dll
FeatureLangFr,fr.Citect.Ampla.Cost.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Downtime.Server.ActiveReports.resources.dll
FeatureLangFr,fr.Citect.Ampla.Downtime.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Energy.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Framework.Extras.resources.dll
FeatureLangFr,fr.Citect.Ampla.General.Client.resources.dll
FeatureLangFr,fr.Citect.Ampla.General.Common.Chart.resources.dll
FeatureLangFr,fr.Citect.Ampla.General.Common.Gui.resources.dll
FeatureLangFr,fr.Citect.Ampla.General.Common.resources.dll
FeatureLangFr,fr.Citect.Ampla.General.Server.ActiveReports.resources.dll
FeatureLangFr,fr.Citect.Ampla.General.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Inventory.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Knowledge.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Maintenance.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.MasterData.Activities.resources.dll
FeatureLangFr,fr.Citect.Ampla.MasterData.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.MessageQueue.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Metrics.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Modules.Client.resources.dll
FeatureLangFr,fr.Citect.Ampla.Modules.Common.resources.dll
FeatureLangFr,fr.Citect.Ampla.MSSQL.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Notification.Client.resources.dll
FeatureLangFr,fr.Citect.Ampla.Notification.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll
FeatureLangFr,fr.Citect.Ampla.Planning.Recipe.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Planning.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Plant2Business.Activities.resources.dll
FeatureLangFr,fr.Citect.Ampla.Plant2Business.Mapping.resources.dll
FeatureLangFr,fr.Citect.Ampla.Plant2Business.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Production.Server.ActiveReports.resources.dll
FeatureLangFr,fr.Citect.Ampla.Production.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.Public.MSSQL.resources.dll
FeatureLangFr,fr.Citect.Ampla.Quality.Server.ActiveReports.resources.dll
FeatureLangFr,fr.Citect.Ampla.Quality.Server.resources.dll
FeatureLangFr,fr.Citect.Ampla.WebServices.resources.dll
FeatureLangFr,fr.Citect.Ampla.Workflow.Common.resources.dll
FeatureLangFr,fr.Citect.Ampla.Workflow.ServiceHost.resources.dll
FeatureLangFr,fr.ControlEditor.resources.dll
FeatureLangFr,fr.Citect.Ampla.Connectors.InSqlHdpConnector.resources.dll
FeatureLangFr,fr.Citect.Ampla.Connectors.OleDbConnector.resources.dll
FeatureLangFr,fr.Citect.Ampla.Connectors.OpcConnector.resources.dll
FeatureLangFr,fr.Citect.Ampla.Connectors.ScadaConnector.resources.dll
FeatureLangFr,fr.Citect.Ampla.Framework.resources.dll
FeatureLangFr,fr.Citect.Ampla.Framework.Gui.resources.dll
FeatureLangFr,fr.Citect.Ampla.Runtime.Data.resources.dll
FeatureLangFr,fr.Citect.Ampla.Service.resources.dll
FeatureLangFr,fr.Citect.Ampla.ServiceCore.resources.dll
FeatureLangFr,fr.Citect.Ampla.Services.Manager.Gui.resources.dll
FeatureLangFr,fr.Citect.Ampla.StandardItems.resources.dll
FeatureLangFr,fr.Citect.Ampla.Studio.resources.dll
FeatureLangFr,fr.Citect.Ampla.Studio.SandDock.Gui.resources.dll
FeatureLangFr,fr.Citect.Common.resources.dll
FeatureLangFr,fr.Citect.Common.Gui.resources.dll
FeatureLangFr,fr.Citect.Security.Authorization.resources.dll
FeatureLangFr,fr.Citect.Security.Identities.resources.dll
FeatureLangFr,fr.ChartFX.WinForms.resources.dll
FeatureLangDe,Citect.Ampla.General.Common.Parsers.de.dll
FeatureLangDe,de.Citect.Ampla.ActiveReports.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Connectors.FileConnector.resources.dll
FeatureLangDe,de.Citect.Ampla.Connectors.SerialConnectors.resources.dll
FeatureLangDe,de.Citect.Ampla.Controls.resources.dll
FeatureLangDe,de.Citect.Ampla.Cost.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Downtime.Server.ActiveReports.resources.dll
FeatureLangDe,de.Citect.Ampla.Downtime.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Energy.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Framework.Extras.resources.dll
FeatureLangDe,de.Citect.Ampla.General.Client.resources.dll
FeatureLangDe,de.Citect.Ampla.General.Common.Chart.resources.dll
FeatureLangDe,de.Citect.Ampla.General.Common.Gui.resources.dll
FeatureLangDe,de.Citect.Ampla.General.Common.resources.dll
FeatureLangDe,de.Citect.Ampla.General.Server.ActiveReports.resources.dll
FeatureLangDe,de.Citect.Ampla.General.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Inventory.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Knowledge.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Maintenance.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.MasterData.Activities.resources.dll
FeatureLangDe,de.Citect.Ampla.MasterData.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.MessageQueue.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Metrics.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Modules.Client.resources.dll
FeatureLangDe,de.Citect.Ampla.Modules.Common.resources.dll
FeatureLangDe,de.Citect.Ampla.MSSQL.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Notification.Client.resources.dll
FeatureLangDe,de.Citect.Ampla.Notification.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll
FeatureLangDe,de.Citect.Ampla.Planning.Recipe.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Planning.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Plant2Business.Activities.resources.dll
FeatureLangDe,de.Citect.Ampla.Plant2Business.Mapping.resources.dll
FeatureLangDe,de.Citect.Ampla.Plant2Business.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Production.Server.ActiveReports.resources.dll
FeatureLangDe,de.Citect.Ampla.Production.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.Public.MSSQL.resources.dll
FeatureLangDe,de.Citect.Ampla.Quality.Server.ActiveReports.resources.dll
FeatureLangDe,de.Citect.Ampla.Quality.Server.resources.dll
FeatureLangDe,de.Citect.Ampla.WebServices.resources.dll
FeatureLangDe,de.Citect.Ampla.Workflow.Common.resources.dll
FeatureLangDe,de.Citect.Ampla.Workflow.ServiceHost.resources.dll
FeatureLangDe,de.ControlEditor.resources.dll
FeatureLangDe,de.Citect.Ampla.Connectors.InSqlHdpConnector.resources.dll
FeatureLangDe,de.Citect.Ampla.Connectors.OleDbConnector.resources.dll
FeatureLangDe,de.Citect.Ampla.Connectors.OpcConnector.resources.dll
FeatureLangDe,de.Citect.Ampla.Connectors.ScadaConnector.resources.dll
FeatureLangDe,de.Citect.Ampla.Framework.resources.dll
FeatureLangDe,de.Citect.Ampla.Framework.Gui.resources.dll
FeatureLangDe,de.Citect.Ampla.Runtime.Data.resources.dll
FeatureLangDe,de.Citect.Ampla.Service.resources.dll
FeatureLangDe,de.Citect.Ampla.ServiceCore.resources.dll
FeatureLangDe,de.Citect.Ampla.Services.Manager.Gui.resources.dll
FeatureLangDe,de.Citect.Ampla.StandardItems.resources.dll
FeatureLangDe,de.Citect.Ampla.Studio.resources.dll
FeatureLangDe,de.Citect.Ampla.Studio.SandDock.Gui.resources.dll
FeatureLangDe,de.Citect.Common.resources.dll
FeatureLangDe,de.Citect.Common.Gui.resources.dll
FeatureLangDe,de.Citect.Security.Authorization.resources.dll
FeatureLangDe,de.Citect.Security.Identities.resources.dll
FeatureLangDe,de.ChartFX.WinForms.resources.dll
FeatureLangPtBr,Citect.Ampla.General.Common.Parsers.pt.BR.dll
FeatureLangPtBr,ptBr.Citect.Ampla.ActiveReports.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Connectors.FileConnector.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Connectors.SerialConnectors.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Controls.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Cost.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Downtime.Server.ActiveReports.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Downtime.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Energy.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Framework.Extras.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.General.Client.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.General.Common.Chart.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.General.Common.Gui.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.General.Common.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.General.Server.ActiveReports.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.General.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Inventory.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Knowledge.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Maintenance.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.MasterData.Activities.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.MasterData.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.MessageQueue.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Metrics.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Modules.Client.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Modules.Common.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.MSSQL.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Notification.Client.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Notification.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Planning.Recipe.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Planning.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Plant2Business.Activities.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Plant2Business.Mapping.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Plant2Business.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Production.Server.ActiveReports.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Production.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Public.MSSQL.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Quality.Server.ActiveReports.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Quality.Server.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.WebServices.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Workflow.Common.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Workflow.ServiceHost.resources.dll
FeatureLangPtBr,ptBr.ControlEditor.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Connectors.InSqlHdpConnector.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Connectors.OleDbConnector.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Connectors.OpcConnector.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Connectors.ScadaConnector.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Framework.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Framework.Gui.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Runtime.Data.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Service.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.ServiceCore.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Services.Manager.Gui.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.StandardItems.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Studio.resources.dll
FeatureLangPtBr,ptBr.Citect.Ampla.Studio.SandDock.Gui.resources.dll
FeatureLangPtBr,ptBr.Citect.Common.resources.dll
FeatureLangPtBr,ptBr.Citect.Common.Gui.resources.dll
FeatureLangPtBr,ptBr.Citect.Security.Authorization.resources.dll
FeatureLangPtBr,ptBr.Citect.Security.Identities.resources.dll
FeatureLangPtBr,ptBr.ChartFX.WinForms.resources.dll
FeatureLangEs,Citect.Ampla.General.Common.Parsers.es.dll
FeatureLangEs,es.Citect.Ampla.ActiveReports.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Connectors.FileConnector.resources.dll
FeatureLangEs,es.Citect.Ampla.Connectors.SerialConnectors.resources.dll
FeatureLangEs,es.Citect.Ampla.Controls.resources.dll
FeatureLangEs,es.Citect.Ampla.Cost.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Downtime.Server.ActiveReports.resources.dll
FeatureLangEs,es.Citect.Ampla.Downtime.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Energy.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Framework.Extras.resources.dll
FeatureLangEs,es.Citect.Ampla.General.Client.resources.dll
FeatureLangEs,es.Citect.Ampla.General.Common.Chart.resources.dll
FeatureLangEs,es.Citect.Ampla.General.Common.Gui.resources.dll
FeatureLangEs,es.Citect.Ampla.General.Common.resources.dll
FeatureLangEs,es.Citect.Ampla.General.Server.ActiveReports.resources.dll
FeatureLangEs,es.Citect.Ampla.General.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Inventory.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Knowledge.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Maintenance.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.MasterData.Activities.resources.dll
FeatureLangEs,es.Citect.Ampla.MasterData.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.MessageQueue.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Metrics.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Modules.Client.resources.dll
FeatureLangEs,es.Citect.Ampla.Modules.Common.resources.dll
FeatureLangEs,es.Citect.Ampla.MSSQL.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Notification.Client.resources.dll
FeatureLangEs,es.Citect.Ampla.Notification.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll
FeatureLangEs,es.Citect.Ampla.Planning.Recipe.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Planning.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Plant2Business.Activities.resources.dll
FeatureLangEs,es.Citect.Ampla.Plant2Business.Mapping.resources.dll
FeatureLangEs,es.Citect.Ampla.Plant2Business.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Production.Server.ActiveReports.resources.dll
FeatureLangEs,es.Citect.Ampla.Production.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.Public.MSSQL.resources.dll
FeatureLangEs,es.Citect.Ampla.Quality.Server.ActiveReports.resources.dll
FeatureLangEs,es.Citect.Ampla.Quality.Server.resources.dll
FeatureLangEs,es.Citect.Ampla.WebServices.resources.dll
FeatureLangEs,es.Citect.Ampla.Workflow.Common.resources.dll
FeatureLangEs,es.Citect.Ampla.Workflow.ServiceHost.resources.dll
FeatureLangEs,es.ControlEditor.resources.dll
FeatureLangEs,es.Citect.Ampla.Connectors.InSqlHdpConnector.resources.dll
FeatureLangEs,es.Citect.Ampla.Connectors.OleDbConnector.resources.dll
FeatureLangEs,es.Citect.Ampla.Connectors.OpcConnector.resources.dll
FeatureLangEs,es.Citect.Ampla.Connectors.ScadaConnector.resources.dll
FeatureLangEs,es.Citect.Ampla.Framework.resources.dll
FeatureLangEs,es.Citect.Ampla.Framework.Gui.resources.dll
FeatureLangEs,es.Citect.Ampla.Runtime.Data.resources.dll
FeatureLangEs,es.Citect.Ampla.Service.resources.dll
FeatureLangEs,es.Citect.Ampla.ServiceCore.resources.dll
FeatureLangEs,es.Citect.Ampla.Services.Manager.Gui.resources.dll
FeatureLangEs,es.Citect.Ampla.StandardItems.resources.dll
FeatureLangEs,es.Citect.Ampla.Studio.resources.dll
FeatureLangEs,es.Citect.Ampla.Studio.SandDock.Gui.resources.dll
FeatureLangEs,es.Citect.Common.resources.dll
FeatureLangEs,es.Citect.Common.Gui.resources.dll
FeatureLangEs,es.Citect.Security.Authorization.resources.dll
FeatureLangEs,es.Citect.Security.Identities.resources.dll
FeatureLangEs,es.ChartFX.WinForms.resources.dll
FeatureLangRu,Citect.Ampla.General.Common.Parsers.ru.dll
FeatureLangRu,ru.Citect.Ampla.ActiveReports.Server.resources.dll
FeatureLangRu,ru.Citect.Ampla.Connectors.FileConnector.resources.dll
FeatureLangRu,ru.Citect.Ampla.Connectors.SerialConnectors.resources.dll
FeatureLangRu,ru.Citect.Ampla.Controls.resources.dll
FeatureLangRu,ru.Citect.Ampla.Cost.Server.resources.dll
FeatureLangRu,ru.Citect.Ampla.Downtime.Server.ActiveReports.resources.dll
FeatureLangRu,ru.Citect.Ampla.Downtime.Server.resources.dll
FeatureLangRu,ru.Citect.Ampla.Energy.Server.resources.dll
FeatureLangRu,ru.Citect.Ampla.Framework.Extras.resources.dll
FeatureLangRu,ru.Citect.Ampla.General.Client.resources.dll
FeatureLangRu,ru.Citect.Ampla.General.Common.Chart.resources.dll
FeatureLangRu,ru.Citect.Ampla.General.Common.Gui.resources.dll
FeatureLangRu,ru.Citect.Ampla.General.Common.resources.dll
FeatureLangRu,ru.Citect.Ampla.General.Server.ActiveReports.resources.dll
FeatureLangRu,ru.Citect.Ampla.General.Server.resources.dll
FeatureLangRu,ru.Citect.Ampla.Inventory.Server.resources.dll
FeatureLangRu,ru.Citect.Ampla.Knowledge.Server.resources.dll
FeatureLangRu,ru.Citect.Ampla.Maintenance.Server.resources.dll
FeatureLangRu,ru.Citect.Ampla.MasterData.Activities.resources.dll
FeatureLangRu,ru.Citect.Ampla.MasterData.Server.resources.dll
FeatureLangRu,ru.Citect.Ampla.MessageQueue.Server.resources.dll
FeatureLangRu,ru.Citect.Ampla.Metrics.Server.resources.dll
