File,Component_,FileName,FileSize,Version,Language,Attributes,Sequence
Citect.Ampla.General.Common.Chart.dll,Citect.Ampla.General.Common.Chart.dll,gbr3qfk8.dll|Citect.Ampla.General.Common.Chart.dll,122880,5.2.6135.0,0,1536,116
Citect.Ampla.General.Common.Chart.pdb,Citect.Ampla.General.Common.Chart.pdb,mcs4rsnk.pdb|Citect.Ampla.General.Common.Chart.pdb,257536,,,512,117
Citect.Ampla.General.Common.dll,Citect.Ampla.General.Common.dll,hxcfnubu.dll|Citect.Ampla.General.Common.dll,331776,5.2.6135.0,0,1536,118
Citect.Ampla.General.Common.pdb,Citect.Ampla.General.Common.pdb,bo2nlfnn.pdb|Citect.Ampla.General.Common.pdb,1068544,,,512,129
Citect.Ampla.General.Common.Gui.dll,Citect.Ampla.General.Common.Gui.dll,b87reg9l.dll|Citect.Ampla.General.Common.Gui.dll,937984,5.2.6135.0,0,1536,119
Citect.Ampla.General.Common.Gui.pdb,Citect.Ampla.General.Common.Gui.pdb,mwszrpyj.pdb|Citect.Ampla.General.Common.Gui.pdb,615936,,,512,120
Citect.Ampla.General.Common.Parsers.dll,Citect.Ampla.General.Common.Parsers.dll,wqx2hap5.dll|Citect.Ampla.General.Common.Parsers.dll,139264,5.2.6135.0,0,1536,122
Citect.Ampla.General.Common.Parsers.pdb,Citect.Ampla.General.Common.Parsers.pdb,cmskqj4i.pdb|Citect.Ampla.General.Common.Parsers.pdb,144896,,,512,125
Citect.Ampla.General.Common.Parsers.de.dll,Citect.Ampla.General.Common.Parsers.de.dll,wcgr6kxe.dll|Citect.Ampla.General.Common.Parsers.de.dll,167936,5.2.6135.0,0,1536,121
Citect.Ampla.General.Common.Parsers.es.dll,Citect.Ampla.General.Common.Parsers.es.dll,eedpskpc.dll|Citect.Ampla.General.Common.Parsers.es.dll,135168,5.2.6135.0,0,1536,123
Citect.Ampla.General.Common.Parsers.fr.dll,Citect.Ampla.General.Common.Parsers.fr.dll,jf9lkd9j.dll|Citect.Ampla.General.Common.Parsers.fr.dll,143360,5.2.6135.0,0,1536,124
Citect.Ampla.General.Common.Parsers.pt.BR.dll,Citect.Ampla.General.Common.Parsers.pt.BR.dll,nlqbwuxi.dll|Citect.Ampla.General.Common.Parsers.pt.BR.dll,139264,5.2.6135.0,0,1536,126
Citect.Ampla.General.Common.Parsers.zh.CHS.dll,Citect.Ampla.General.Common.Parsers.zh.CHS.dll,2qf-uoel.dll|Citect.Ampla.General.Common.Parsers.zh.CHS.dll,102400,5.2.6135.0,0,1536,128
Citect.Ampla.General.Common.Parsers.ru.dll,Citect.Ampla.General.Common.Parsers.ru.dll,l9hmjtdi.dll|Citect.Ampla.General.Common.Parsers.ru.dll,140288,5.2.6135.0,0,1536,127
Citect.Ampla.General.Server.ActiveReports.dll,Citect.Ampla.General.Server.ActiveReports.dll,04d9crzs.dll|Citect.Ampla.General.Server.ActiveReports.dll,94208,5.2.6135.0,0,1536,130
Citect.Ampla.General.Server.ActiveReports.pdb,Citect.Ampla.General.Server.ActiveReports.pdb,cbfcgg82.pdb|Citect.Ampla.General.Server.ActiveReports.pdb,157184,,,512,131
Citect.Ampla.General.Server.dll,Citect.Ampla.General.Server.dll,hiio1z2x.dll|Citect.Ampla.General.Server.dll,3469312,5.2.6135.0,0,1536,132
Citect.Ampla.General.Server.pdb,Citect.Ampla.General.Server.pdb,odp2e8k0.pdb|Citect.Ampla.General.Server.pdb,4627968,,,512,133
Citect.Ampla.Inventory.Server.dll,Citect.Ampla.Inventory.Server.dll,mpoebib8.dll|Citect.Ampla.Inventory.Server.dll,120832,5.2.6135.0,0,1536,137
Citect.Ampla.Inventory.Server.pdb,Citect.Ampla.Inventory.Server.pdb,t7qgowcj.pdb|Citect.Ampla.Inventory.Server.pdb,251392,,,512,138
Citect.Ampla.Knowledge.Server.dll,Citect.Ampla.Knowledge.Server.dll,boueqibp.dll|Citect.Ampla.Knowledge.Server.dll,143360,5.2.6135.0,0,1536,139
Citect.Ampla.Knowledge.Server.pdb,Citect.Ampla.Knowledge.Server.pdb,fquhl-ws.pdb|Citect.Ampla.Knowledge.Server.pdb,103936,,,512,140
Citect.Ampla.Maintenance.Server.dll,Citect.Ampla.Maintenance.Server.dll,xlacwr-o.dll|Citect.Ampla.Maintenance.Server.dll,159744,5.2.6135.0,0,1536,141
Citect.Ampla.Maintenance.Server.pdb,Citect.Ampla.Maintenance.Server.pdb,oatpi9hh.pdb|Citect.Ampla.Maintenance.Server.pdb,146944,,,512,142
Citect.Ampla.MasterData.Activities.dll,Citect.Ampla.MasterData.Activities.dll,4ygjzel2.dll|Citect.Ampla.MasterData.Activities.dll,70144,5.2.6135.0,0,1536,143
Citect.Ampla.MasterData.Activities.pdb,Citect.Ampla.MasterData.Activities.pdb,vripy702.pdb|Citect.Ampla.MasterData.Activities.pdb,185856,,,512,144
Citect.Ampla.MasterData.Server.dll,Citect.Ampla.MasterData.Server.dll,a0s3kljs.dll|Citect.Ampla.MasterData.Server.dll,533504,5.2.6135.0,0,1536,145
Citect.Ampla.MasterData.Server.pdb,Citect.Ampla.MasterData.Server.pdb,ank8ljie.pdb|Citect.Ampla.MasterData.Server.pdb,298496,,,512,146
Citect.Ampla.MasterData.Workflows.dll,Citect.Ampla.MasterData.Workflows.dll,nxixw5m2.dll|Citect.Ampla.MasterData.Workflows.dll,43520,5.2.6135.0,0,1536,147
Citect.Ampla.MasterData.Workflows.pdb,Citect.Ampla.MasterData.Workflows.pdb,t3peoy8i.pdb|Citect.Ampla.MasterData.Workflows.pdb,38400,,,512,148
Citect.Ampla.MessageQueue.Server.dll,Citect.Ampla.MessageQueue.Server.dll,tb00gwqe.dll|Citect.Ampla.MessageQueue.Server.dll,28672,5.2.6135.0,0,1536,149
Citect.Ampla.MessageQueue.Server.pdb,Citect.Ampla.MessageQueue.Server.pdb,dkzlqu9p.pdb|Citect.Ampla.MessageQueue.Server.pdb,22016,,,512,150
Citect.Ampla.Metrics.Server.dll,Citect.Ampla.Metrics.Server.dll,guz8clvx.dll|Citect.Ampla.Metrics.Server.dll,491520,5.2.6135.0,0,1536,151
Citect.Ampla.Metrics.Server.pdb,Citect.Ampla.Metrics.Server.pdb,zwrhaxw2.pdb|Citect.Ampla.Metrics.Server.pdb,560640,,,512,152
Citect.Ampla.Modules.Client.dll,Citect.Ampla.Modules.Client.dll,8zvcrepd.dll|Citect.Ampla.Modules.Client.dll,1031680,5.2.6135.0,0,1536,153
Citect.Ampla.Modules.Client.pdb,Citect.Ampla.Modules.Client.pdb,idl83mge.pdb|Citect.Ampla.Modules.Client.pdb,781824,,,512,154
Citect.Ampla.Modules.Common.dll,Citect.Ampla.Modules.Common.dll,k-dk6osb.dll|Citect.Ampla.Modules.Common.dll,78848,5.2.6135.0,0,1536,155
Citect.Ampla.Modules.Common.pdb,Citect.Ampla.Modules.Common.pdb,le22pwrk.pdb|Citect.Ampla.Modules.Common.pdb,232960,,,512,156
Citect.Ampla.MSSQL.Server.dll,Citect.Ampla.MSSQL.Server.dll,m1yvl-_7.dll|Citect.Ampla.MSSQL.Server.dll,81920,5.2.6135.0,0,1536,157
Citect.Ampla.MSSQL.Server.pdb,Citect.Ampla.MSSQL.Server.pdb,0upiolgr.pdb|Citect.Ampla.MSSQL.Server.pdb,93696,,,512,158
Citect.Ampla.Notification.Server.dll,Citect.Ampla.Notification.Server.dll,kbxq5zi8.dll|Citect.Ampla.Notification.Server.dll,102400,5.2.6135.0,0,1536,162
Citect.Ampla.Notification.Server.pdb,Citect.Ampla.Notification.Server.pdb,qix0phjc.pdb|Citect.Ampla.Notification.Server.pdb,132608,,,512,163
Citect.Ampla.Planning.Recipe.Server.ActiveReports.dll,Citect.Ampla.Planning.Recipe.Server.ActiveReports.dll,j4qiqxbn.dll|Citect.Ampla.Planning.Recipe.Server.ActiveReports.dll,16384,5.2.6135.0,0,1536,164
Citect.Ampla.Planning.Recipe.Server.ActiveReports.pdb,Citect.Ampla.Planning.Recipe.Server.ActiveReports.pdb,37prydwt.pdb|Citect.Ampla.Planning.Recipe.Server.ActiveReports.pdb,11776,,,512,165
Citect.Ampla.Planning.Recipe.Server.dll,Citect.Ampla.Planning.Recipe.Server.dll,ugaqqx6g.dll|Citect.Ampla.Planning.Recipe.Server.dll,266240,5.2.6135.0,0,1536,166
Citect.Ampla.Planning.Recipe.Server.pdb,Citect.Ampla.Planning.Recipe.Server.pdb,fbkbxfx2.pdb|Citect.Ampla.Planning.Recipe.Server.pdb,243200,,,512,167
Citect.Ampla.Planning.Server.dll,Citect.Ampla.Planning.Server.dll,pkc1uqlv.dll|Citect.Ampla.Planning.Server.dll,196608,5.2.6135.0,0,1536,168
Citect.Ampla.Planning.Server.pdb,Citect.Ampla.Planning.Server.pdb,isw5zwfw.pdb|Citect.Ampla.Planning.Server.pdb,202240,,,512,169
Citect.Ampla.Plant2Business.Activities.dll,Citect.Ampla.Plant2Business.Activities.dll,m6inclj3.dll|Citect.Ampla.Plant2Business.Activities.dll,273920,5.2.6135.0,0,1536,170
Citect.Ampla.Plant2Business.Activities.pdb,Citect.Ampla.Plant2Business.Activities.pdb,jehezdqg.pdb|Citect.Ampla.Plant2Business.Activities.pdb,548352,,,512,171
Citect.Ampla.Plant2Business.Mapping.dll,Citect.Ampla.Plant2Business.Mapping.dll,nrixjs3q.dll|Citect.Ampla.Plant2Business.Mapping.dll,27136,5.2.6135.0,0,1536,172
Citect.Ampla.Plant2Business.Mapping.pdb,Citect.Ampla.Plant2Business.Mapping.pdb,a1ot0nid.pdb|Citect.Ampla.Plant2Business.Mapping.pdb,75264,,,512,173
Citect.Ampla.Plant2Business.Server.dll,Citect.Ampla.Plant2Business.Server.dll,roshtobu.dll|Citect.Ampla.Plant2Business.Server.dll,130048,5.2.6135.0,0,1536,174
Citect.Ampla.Plant2Business.Server.pdb,Citect.Ampla.Plant2Business.Server.pdb,xyoziest.pdb|Citect.Ampla.Plant2Business.Server.pdb,136704,,,512,175
Citect.Ampla.Plant2Business.Workflows.dll,Citect.Ampla.Plant2Business.Workflows.dll,irk7_aq7.dll|Citect.Ampla.Plant2Business.Workflows.dll,83456,5.2.6135.0,0,1536,176
Citect.Ampla.Plant2Business.Workflows.pdb,Citect.Ampla.Plant2Business.Workflows.pdb,bnwmjn73.pdb|Citect.Ampla.Plant2Business.Workflows.pdb,132608,,,512,177
Citect.Ampla.Production.Server.ActiveReports.dll,Citect.Ampla.Production.Server.ActiveReports.dll,pagv1qy3.dll|Citect.Ampla.Production.Server.ActiveReports.dll,73728,5.2.6135.0,0,1536,180
Citect.Ampla.Production.Server.ActiveReports.pdb,Citect.Ampla.Production.Server.ActiveReports.pdb,hln3lmsg.pdb|Citect.Ampla.Production.Server.ActiveReports.pdb,56832,,,512,181
Citect.Ampla.Production.Server.dll,Citect.Ampla.Production.Server.dll,jk7stguz.dll|Citect.Ampla.Production.Server.dll,163840,5.2.6135.0,0,1536,182
Citect.Ampla.Production.Server.pdb,Citect.Ampla.Production.Server.pdb,yddul2io.pdb|Citect.Ampla.Production.Server.pdb,103936,,,512,183
Citect.Ampla.Public.MSSQL.Data.V200706.dll,Citect.Ampla.Public.MSSQL.Data.V200706.dll,9bn4q6cz.dll|Citect.Ampla.Public.MSSQL.Data.V200706.dll,32256,5.2.6135.0,0,1536,184
Citect.Ampla.Public.MSSQL.Data.V200706.pdb,Citect.Ampla.Public.MSSQL.Data.V200706.pdb,kzqzhv8f.pdb|Citect.Ampla.Public.MSSQL.Data.V200706.pdb,83456,,,512,185
Citect.Ampla.Public.MSSQL.Data.V200706.XmlSerializers.dll,Citect.Ampla.Public.MSSQL.Data.V200706.XmlSerializers.dll,krlnfqjo.dll|Citect.Ampla.Public.MSSQL.Data.V200706.XmlSerializers.dll,45056,5.2.6135.0,0,1536,186
Citect.Ampla.Public.MSSQL.Data.V200806.dll,Citect.Ampla.Public.MSSQL.Data.V200806.dll,c_cxqpon.dll|Citect.Ampla.Public.MSSQL.Data.V200806.dll,75776,5.2.6135.0,0,1536,187
Citect.Ampla.Public.MSSQL.Data.V200806.pdb,Citect.Ampla.Public.MSSQL.Data.V200806.pdb,vqfmnqc6.pdb|Citect.Ampla.Public.MSSQL.Data.V200806.pdb,235008,,,512,188
Citect.Ampla.Public.MSSQL.Data.V200806.XmlSerializers.dll,Citect.Ampla.Public.MSSQL.Data.V200806.XmlSerializers.dll,qx-b0s2-.dll|Citect.Ampla.Public.MSSQL.Data.V200806.XmlSerializers.dll,147456,5.2.6135.0,0,1536,189
Citect.Ampla.Public.MSSQL.dll,Citect.Ampla.Public.MSSQL.dll,51y3xano.dll|Citect.Ampla.Public.MSSQL.dll,65536,5.2.6135.0,0,1536,190
Citect.Ampla.Public.MSSQL.pdb,Citect.Ampla.Public.MSSQL.pdb,qpv2rrae.pdb|Citect.Ampla.Public.MSSQL.pdb,36352,,,512,191
Citect.Ampla.Quality.Server.ActiveReports.dll,Citect.Ampla.Quality.Server.ActiveReports.dll,oycpcphk.dll|Citect.Ampla.Quality.Server.ActiveReports.dll,90112,5.2.6135.0,0,1536,196
Citect.Ampla.Quality.Server.ActiveReports.pdb,Citect.Ampla.Quality.Server.ActiveReports.pdb,idnsari_.pdb|Citect.Ampla.Quality.Server.ActiveReports.pdb,79360,,,512,197
Citect.Ampla.Quality.Server.dll,Citect.Ampla.Quality.Server.dll,cpjgtcba.dll|Citect.Ampla.Quality.Server.dll,229376,5.2.6135.0,0,1536,198
Citect.Ampla.Quality.Server.pdb,Citect.Ampla.Quality.Server.pdb,pzrmmgzt.pdb|Citect.Ampla.Quality.Server.pdb,148992,,,512,199
Citect.Ampla.SDK.Reports.dll,Citect.Ampla.SDK.Reports.dll,ltrpudfa.dll|Citect.Ampla.SDK.Reports.dll,16384,1.0.0.0,0,1536,204
Citect.Ampla.SDK.Reports.pdb,Citect.Ampla.SDK.Reports.pdb,_56gilvg.pdb|Citect.Ampla.SDK.Reports.pdb,7680,,,512,205
Citect.Ampla.SDK.Reports.Utilities.dll,Citect.Ampla.SDK.Reports.Utilities.dll,bwcnmv7m.dll|Citect.Ampla.SDK.Reports.Utilities.dll,36864,1.0.0.0,0,1536,206
Citect.Ampla.SDK.Reports.Utilities.pdb,Citect.Ampla.SDK.Reports.Utilities.pdb,nmy3xykc.pdb|Citect.Ampla.SDK.Reports.Utilities.pdb,75264,,,512,207
Citect.Ampla.UpgradeScripts.dll,Citect.Ampla.UpgradeScripts.dll,relkiel6.dll|Citect.Ampla.UpgradeScripts.dll,413696,5.2.6135.0,0,1536,234
Citect.Ampla.UpgradeScripts.pdb,Citect.Ampla.UpgradeScripts.pdb,fgqossx8.pdb|Citect.Ampla.UpgradeScripts.pdb,13824,,,512,235
Citect.Ampla.WebServiceClients.dll,Citect.Ampla.WebServiceClients.dll,dtlmq5q3.dll|Citect.Ampla.WebServiceClients.dll,523264,3.2.3226.0,0,1536,248
Citect.Ampla.WebServiceClients.pdb,Citect.Ampla.WebServiceClients.pdb,cf3wbaa6.pdb|Citect.Ampla.WebServiceClients.pdb,1340928,,,512,249
Citect.Ampla.WebServices.Contracts.dll,Citect.Ampla.WebServices.Contracts.dll,djcrladc.dll|Citect.Ampla.WebServices.Contracts.dll,368128,5.2.6135.0,0,1536,250
Citect.Ampla.WebServices.Contracts.pdb,Citect.Ampla.WebServices.Contracts.pdb,msxlrvxl.pdb|Citect.Ampla.WebServices.Contracts.pdb,1211904,,,512,251
Citect.Ampla.WebServices.dll,Citect.Ampla.WebServices.dll,q1hsk4r8.dll|Citect.Ampla.WebServices.dll,285696,5.2.6135.0,0,1536,252
Citect.Ampla.WebServices.pdb,Citect.Ampla.WebServices.pdb,cveqdk5q.pdb|Citect.Ampla.WebServices.pdb,521728,,,512,253
Citect.Ampla.Workflow.Common.dll,Citect.Ampla.Workflow.Common.dll,fhyawymd.dll|Citect.Ampla.Workflow.Common.dll,55296,5.2.6135.0,0,1536,254
Citect.Ampla.Workflow.Common.pdb,Citect.Ampla.Workflow.Common.pdb,_zmbckac.pdb|Citect.Ampla.Workflow.Common.pdb,163328,,,512,255
Citect.Ampla.Workflow.Diagnostics.dll,Citect.Ampla.Workflow.Diagnostics.dll,-3wzsqik.dll|Citect.Ampla.Workflow.Diagnostics.dll,23040,5.2.6135.0,0,1536,259
Citect.Ampla.Workflow.Diagnostics.pdb,Citect.Ampla.Workflow.Diagnostics.pdb,gy3xb5um.pdb|Citect.Ampla.Workflow.Diagnostics.pdb,71168,,,512,260
Citect.Ampla.Workflow.Hosting.dll,Citect.Ampla.Workflow.Hosting.dll,iq5evppp.dll|Citect.Ampla.Workflow.Hosting.dll,10752,5.2.6135.0,0,1536,261
Citect.Ampla.Workflow.Hosting.pdb,Citect.Ampla.Workflow.Hosting.pdb,d4_ffdqv.pdb|Citect.Ampla.Workflow.Hosting.pdb,19968,,,512,262
Installer.Applications.CustomActions.dll,Installer.Applications.CustomActions.dll,ny5--r7a.dll|Installer.Applications.CustomActions.dll,20480,0.0.0.0,0,1536,751
Installer.Applications.CustomActions.pdb,Installer.Applications.CustomActions.pdb,rbm_zslt.pdb|Installer.Applications.CustomActions.pdb,17920,,,512,752
Ampla.chm,Ampla.chm,Ampla.chm,19601281,,,512,30
ReleaseNotes.pdf,ReleaseNotes.pdf,tg0nm9pt.pdf|ReleaseNotes.pdf,420166,,,512,885
Ampla_Installation_Guide.pdf,AmplaInstallationGuide.pdf,4dzrtgow.pdf|Ampla Installation Guide.pdf,6726710,,,512,31
DetailReport.rpt,DetailReport.rpt,iss0vblx.rpt|DetailReport.rpt,18944,,,512,359
DowntimeReport.rpt,DowntimeReport.rpt,pu7boqtd.rpt|DowntimeReport.rpt,26112,,,512,375
PlantItemReport.rpt,PlantItemReport.rpt,lyf8_wiv.rpt|PlantItemReport.rpt,29184,,,512,807
SummaryReport.rpt,SummaryReport.rpt,fa-wxnyv.rpt|SummaryReport.rpt,54272,,,512,968
Downtime.xsd,Downtime.xsd,Downtime.xsd,2374,,,512,372
ProductionOverview.rpt,ProductionOverview.rpt,mp25yzw_.rpt|ProductionOverview.rpt,61952,,,512,815
ProductionSummary.rpt,ProductionSummary.rpt,3a-biufv.rpt|ProductionSummary.rpt,89088,,,512,816
QualityNonConformance.rpt,QualityNonConformance.rpt,x5rcs_z4.rpt|QualityNonConformance.rpt,46080,,,512,882
QualitySummary.rpt,QualitySummary.rpt,jp8zujer.rpt|QualitySummary.rpt,47616,,,512,883
WorkOrderRequest.rpt,WorkOrderRequest.rpt,km9yvvyx.rpt|WorkOrderRequest.rpt,491008,,,512,1001
WorkOrderReport.rpx,WorkOrderReport.rpx,ltkad2sj.rpx|WorkOrderReport.rpx,11646,,,512,1000
WOR.xsd,WOR.xsd,WOR.xsd,1762,,,512,999
ReportData.xsd,ReportData.xsd,oeway9ut.xsd|ReportData.xsd,3330,,,512,888
SampleReports.rptproj,SampleReports.rptproj,f3hvkoub.rpt|SampleReports.rptproj,2841,,,512,938
Audit.rdl,Audit.rdl,Audit.rdl,53176,,,512,47
AuditDetailsSubReport.rdl,AuditDetailsSubReport.rdl,glaceefc.rdl|AuditDetailsSubReport.rdl,19212,,,512,48
SampleReports.rds,SampleReports.rds,lq80u6r-.rds|SampleReports.rds,493,,,512,937
AmplaLogo.bmp,AmplaLogo.bmp,r0jtyisv.bmp|AmplaLogo.bmp,17694,,,512,37
SchneiderElectricLogo.gif,SchneiderElectricLogo.gif,iemm44vt.gif|SchneiderElectricLogo.gif,1473,,,512,957
Functions.sql,Functions.sql,h1uldain.sql|Functions.sql,4194,,,512,712
Downtime_Overview.rdl,DowntimeOverview.rdl,8mkriwif.rdl|Downtime Overview.rdl,113841,,,512,373
Downtime_Summary.rdl,DowntimeSummary.rdl,ueoskngn.rdl|Downtime Summary.rdl,162926,,,512,374
Energy_Overview.rdl,EnergyOverview.rdl,qaenz2f-.rdl|Energy Overview.rdl,111112,,,512,376
Energy_Summary.rdl,EnergySummary.rdl,is_usqg6.rdl|Energy Summary.rdl,146529,,,512,377
Inventory_Audit.rdl,InventoryAudit.rdl,okgftfxb.rdl|Inventory Audit.rdl,108095,,,512,759
de.Citect.Ampla.ActiveReports.Server.resources.dll,de.Citect.Ampla.ActiveReports.Server.resources.dll,ag9ooxva.dll|Citect.Ampla.ActiveReports.Server.resources.dll,5120,5.2.6135.0,0,1536,296
de.Citect.Ampla.Connectors.FileConnector.resources.dll,de.Citect.Ampla.Connectors.FileConnector.resources.dll,bjwmyip8.dll|Citect.Ampla.Connectors.FileConnector.resources.dll,6144,5.2.6135.0,0,1536,297
de.Citect.Ampla.Connectors.SerialConnectors.resources.dll,de.Citect.Ampla.Connectors.SerialConnectors.resources.dll,cwcwfiyn.dll|Citect.Ampla.Connectors.SerialConnectors.resources.dll,6656,5.2.6135.0,0,1536,302
de.Citect.Ampla.Controls.resources.dll,de.Citect.Ampla.Controls.resources.dll,lxhzz_40.dll|Citect.Ampla.Controls.resources.dll,28672,5.2.6135.0,0,1536,303
de.Citect.Ampla.Cost.Server.resources.dll,de.Citect.Ampla.Cost.Server.resources.dll,cnijosxf.dll|Citect.Ampla.Cost.Server.resources.dll,8704,5.2.6135.0,0,1536,304
de.Citect.Ampla.Downtime.Server.ActiveReports.resources.dll,de.Citect.Ampla.Downtime.Server.ActiveReports.resources.dll,suwdkkgd.dll|Citect.Ampla.Downtime.Server.ActiveReports.resources.dll,8192,5.2.6135.0,0,1536,305
de.Citect.Ampla.Downtime.Server.resources.dll,de.Citect.Ampla.Downtime.Server.resources.dll,u9hapa7q.dll|Citect.Ampla.Downtime.Server.resources.dll,18944,5.2.6135.0,0,1536,306
de.Citect.Ampla.Energy.Server.resources.dll,de.Citect.Ampla.Energy.Server.resources.dll,wquopufa.dll|Citect.Ampla.Energy.Server.resources.dll,10240,5.2.6135.0,0,1536,307
de.Citect.Ampla.Framework.Extras.resources.dll,de.Citect.Ampla.Framework.Extras.resources.dll,2jo304xf.dll|Citect.Ampla.Framework.Extras.resources.dll,5632,5.2.6135.0,0,1536,308
de.Citect.Ampla.General.Client.resources.dll,de.Citect.Ampla.General.Client.resources.dll,qh5q12pg.dll|Citect.Ampla.General.Client.resources.dll,115200,5.2.6135.0,0,1536,312
de.Citect.Ampla.General.Common.Chart.resources.dll,de.Citect.Ampla.General.Common.Chart.resources.dll,e94prn_8.dll|Citect.Ampla.General.Common.Chart.resources.dll,8192,5.2.6135.0,0,1536,313
de.Citect.Ampla.General.Common.Gui.resources.dll,de.Citect.Ampla.General.Common.Gui.resources.dll,hm1d0nuw.dll|Citect.Ampla.General.Common.Gui.resources.dll,64512,5.2.6135.0,0,1536,314
de.Citect.Ampla.General.Common.resources.dll,de.Citect.Ampla.General.Common.resources.dll,y_upsyru.dll|Citect.Ampla.General.Common.resources.dll,8192,5.2.6135.0,0,1536,315
de.Citect.Ampla.General.Server.ActiveReports.resources.dll,de.Citect.Ampla.General.Server.ActiveReports.resources.dll,-bytowh4.dll|Citect.Ampla.General.Server.ActiveReports.resources.dll,5632,5.2.6135.0,0,1536,316
de.Citect.Ampla.General.Server.resources.dll,de.Citect.Ampla.General.Server.resources.dll,7u-xxxte.dll|Citect.Ampla.General.Server.resources.dll,198656,5.2.6135.0,0,1536,317
de.Citect.Ampla.Inventory.Server.resources.dll,de.Citect.Ampla.Inventory.Server.resources.dll,ndy3y_t_.dll|Citect.Ampla.Inventory.Server.resources.dll,7680,5.2.6135.0,0,1536,318
de.Citect.Ampla.Knowledge.Server.resources.dll,de.Citect.Ampla.Knowledge.Server.resources.dll,qq7qjesq.dll|Citect.Ampla.Knowledge.Server.resources.dll,6144,5.2.6135.0,0,1536,319
de.Citect.Ampla.Maintenance.Server.resources.dll,de.Citect.Ampla.Maintenance.Server.resources.dll,o2vbz9ku.dll|Citect.Ampla.Maintenance.Server.resources.dll,7680,5.2.6135.0,0,1536,320
de.Citect.Ampla.MasterData.Activities.resources.dll,de.Citect.Ampla.MasterData.Activities.resources.dll,blvsmnce.dll|Citect.Ampla.MasterData.Activities.resources.dll,4096,5.2.6135.0,0,1536,321
de.Citect.Ampla.MasterData.Server.resources.dll,de.Citect.Ampla.MasterData.Server.resources.dll,io7gd1ae.dll|Citect.Ampla.MasterData.Server.resources.dll,7168,5.2.6135.0,0,1536,322
de.Citect.Ampla.MessageQueue.Server.resources.dll,de.Citect.Ampla.MessageQueue.Server.resources.dll,yky79919.dll|Citect.Ampla.MessageQueue.Server.resources.dll,7168,5.2.6135.0,0,1536,323
de.Citect.Ampla.Metrics.Server.resources.dll,de.Citect.Ampla.Metrics.Server.resources.dll,zcdtz237.dll|Citect.Ampla.Metrics.Server.resources.dll,25088,5.2.6135.0,0,1536,324
de.Citect.Ampla.Modules.Client.resources.dll,de.Citect.Ampla.Modules.Client.resources.dll,dczyo_5o.dll|Citect.Ampla.Modules.Client.resources.dll,62464,5.2.6135.0,0,1536,325
de.Citect.Ampla.Modules.Common.resources.dll,de.Citect.Ampla.Modules.Common.resources.dll,f-lo8cg4.dll|Citect.Ampla.Modules.Common.resources.dll,8192,5.2.6135.0,0,1536,326
de.Citect.Ampla.MSSQL.Server.resources.dll,de.Citect.Ampla.MSSQL.Server.resources.dll,x1qxsi4w.dll|Citect.Ampla.MSSQL.Server.resources.dll,6656,5.2.6135.0,0,1536,327
de.Citect.Ampla.Notification.Client.resources.dll,de.Citect.Ampla.Notification.Client.resources.dll,m66j6npn.dll|Citect.Ampla.Notification.Client.resources.dll,6656,5.2.6135.0,0,1536,328
de.Citect.Ampla.Notification.Server.resources.dll,de.Citect.Ampla.Notification.Server.resources.dll,y5tshy30.dll|Citect.Ampla.Notification.Server.resources.dll,10752,5.2.6135.0,0,1536,329
de.Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll,de.Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll,sodg86wf.dll|Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll,4608,5.2.6135.0,0,1536,330
de.Citect.Ampla.Planning.Recipe.Server.resources.dll,de.Citect.Ampla.Planning.Recipe.Server.resources.dll,6fzdick2.dll|Citect.Ampla.Planning.Recipe.Server.resources.dll,18944,5.2.6135.0,0,1536,331
de.Citect.Ampla.Planning.Server.resources.dll,de.Citect.Ampla.Planning.Server.resources.dll,ox1hkqho.dll|Citect.Ampla.Planning.Server.resources.dll,18944,5.2.6135.0,0,1536,332
de.Citect.Ampla.Plant2Business.Activities.resources.dll,de.Citect.Ampla.Plant2Business.Activities.resources.dll,siovvyxd.dll|Citect.Ampla.Plant2Business.Activities.resources.dll,14848,5.2.6135.0,0,1536,333
de.Citect.Ampla.Plant2Business.Mapping.resources.dll,de.Citect.Ampla.Plant2Business.Mapping.resources.dll,dtuetjd7.dll|Citect.Ampla.Plant2Business.Mapping.resources.dll,5120,5.2.6135.0,0,1536,334
de.Citect.Ampla.Plant2Business.Server.resources.dll,de.Citect.Ampla.Plant2Business.Server.resources.dll,vepa5dfx.dll|Citect.Ampla.Plant2Business.Server.resources.dll,19968,5.2.6135.0,0,1536,335
de.Citect.Ampla.Production.Server.ActiveReports.resources.dll,de.Citect.Ampla.Production.Server.ActiveReports.resources.dll,fjh0vpt9.dll|Citect.Ampla.Production.Server.ActiveReports.resources.dll,8704,5.2.6135.0,0,1536,336
de.Citect.Ampla.Production.Server.resources.dll,de.Citect.Ampla.Production.Server.resources.dll,9t5n2dtg.dll|Citect.Ampla.Production.Server.resources.dll,6144,5.2.6135.0,0,1536,337
de.Citect.Ampla.Public.MSSQL.resources.dll,de.Citect.Ampla.Public.MSSQL.resources.dll,gybajx5d.dll|Citect.Ampla.Public.MSSQL.resources.dll,11776,5.2.6135.0,0,1536,338
