File,Component_,FileName,FileSize,Version,Language,Attributes,Sequence
de.Citect.Ampla.Quality.Server.ActiveReports.resources.dll,de.Citect.Ampla.Quality.Server.ActiveReports.resources.dll,c3buw72l.dll|Citect.Ampla.Quality.Server.ActiveReports.resources.dll,8704,5.2.6135.0,0,1536,339
de.Citect.Ampla.Quality.Server.resources.dll,de.Citect.Ampla.Quality.Server.resources.dll,oidnqt9l.dll|Citect.Ampla.Quality.Server.resources.dll,12288,5.2.6135.0,0,1536,340
de.Citect.Ampla.WebServices.resources.dll,de.Citect.Ampla.WebServices.resources.dll,u89en_2j.dll|Citect.Ampla.WebServices.resources.dll,20480,5.2.6135.0,0,1536,348
de.Citect.Ampla.Workflow.Common.resources.dll,de.Citect.Ampla.Workflow.Common.resources.dll,jlwvvwwe.dll|Citect.Ampla.Workflow.Common.resources.dll,4608,5.2.6135.0,0,1536,349
de.Citect.Ampla.Workflow.ServiceHost.resources.dll,de.Citect.Ampla.Workflow.ServiceHost.resources.dll,ew_ad8c1.dll|Citect.Ampla.Workflow.ServiceHost.resources.dll,4608,1.0.0.0,0,1536,350
de.ControlEditor.resources.dll,de.ControlEditor.resources.dll,f4y3nz6h.dll|ControlEditor.resources.dll,4096,5.2.6135.0,0,1536,355
de.ProductionAnalyst.resources.dll,de.ProductionAnalyst.resources.dll,mbyc804q.dll|ProductionAnalyst.resources.dll,4096,5.2.6135.0,0,1536,357
de.ProductionAnalyst.Common.resources.dll,de.ProductionAnalyst.Common.resources.dll,sm_entst.dll|ProductionAnalyst.Common.resources.dll,5120,5.2.6135.0,0,1536,356
de.Citect.Ampla.General.Client.Common.resources.dll,de.Citect.Ampla.General.Client.Common.resources.dll,xh6a3aiz.dll|Citect.Ampla.General.Client.Common.resources.dll,5120,5.2.6135.0,0,1536,311
es.Citect.Ampla.ActiveReports.Server.resources.dll,es.Citect.Ampla.ActiveReports.Server.resources.dll,vsjynq1d.dll|Citect.Ampla.ActiveReports.Server.resources.dll,5120,5.2.6135.0,0,1536,384
es.Citect.Ampla.Connectors.FileConnector.resources.dll,es.Citect.Ampla.Connectors.FileConnector.resources.dll,vfghcafx.dll|Citect.Ampla.Connectors.FileConnector.resources.dll,6656,5.2.6135.0,0,1536,385
es.Citect.Ampla.Connectors.SerialConnectors.resources.dll,es.Citect.Ampla.Connectors.SerialConnectors.resources.dll,kqpnh6tr.dll|Citect.Ampla.Connectors.SerialConnectors.resources.dll,6656,5.2.6135.0,0,1536,390
es.Citect.Ampla.Controls.resources.dll,es.Citect.Ampla.Controls.resources.dll,0kvsljxi.dll|Citect.Ampla.Controls.resources.dll,28672,5.2.6135.0,0,1536,391
es.Citect.Ampla.Cost.Server.resources.dll,es.Citect.Ampla.Cost.Server.resources.dll,fgiq4gtl.dll|Citect.Ampla.Cost.Server.resources.dll,8704,5.2.6135.0,0,1536,392
es.Citect.Ampla.Downtime.Server.ActiveReports.resources.dll,es.Citect.Ampla.Downtime.Server.ActiveReports.resources.dll,ntz0basd.dll|Citect.Ampla.Downtime.Server.ActiveReports.resources.dll,8192,5.2.6135.0,0,1536,393
es.Citect.Ampla.Downtime.Server.resources.dll,es.Citect.Ampla.Downtime.Server.resources.dll,fzkozpqy.dll|Citect.Ampla.Downtime.Server.resources.dll,19456,5.2.6135.0,0,1536,394
es.Citect.Ampla.Energy.Server.resources.dll,es.Citect.Ampla.Energy.Server.resources.dll,vy_d_rwz.dll|Citect.Ampla.Energy.Server.resources.dll,10240,5.2.6135.0,0,1536,395
es.Citect.Ampla.Framework.Extras.resources.dll,es.Citect.Ampla.Framework.Extras.resources.dll,tigl4fe7.dll|Citect.Ampla.Framework.Extras.resources.dll,5632,5.2.6135.0,0,1536,396
es.Citect.Ampla.General.Client.resources.dll,es.Citect.Ampla.General.Client.resources.dll,ojcvgv-s.dll|Citect.Ampla.General.Client.resources.dll,78336,5.2.6135.0,0,1536,400
es.Citect.Ampla.General.Common.Chart.resources.dll,es.Citect.Ampla.General.Common.Chart.resources.dll,1vb-wplo.dll|Citect.Ampla.General.Common.Chart.resources.dll,8192,5.2.6135.0,0,1536,401
es.Citect.Ampla.General.Common.Gui.resources.dll,es.Citect.Ampla.General.Common.Gui.resources.dll,javjb2cv.dll|Citect.Ampla.General.Common.Gui.resources.dll,37376,5.2.6135.0,0,1536,402
es.Citect.Ampla.General.Common.resources.dll,es.Citect.Ampla.General.Common.resources.dll,s6cexkyo.dll|Citect.Ampla.General.Common.resources.dll,8192,5.2.6135.0,0,1536,403
es.Citect.Ampla.General.Server.ActiveReports.resources.dll,es.Citect.Ampla.General.Server.ActiveReports.resources.dll,5qejnl2u.dll|Citect.Ampla.General.Server.ActiveReports.resources.dll,5632,5.2.6135.0,0,1536,404
es.Citect.Ampla.General.Server.resources.dll,es.Citect.Ampla.General.Server.resources.dll,nb1n-m_a.dll|Citect.Ampla.General.Server.resources.dll,175616,5.2.6135.0,0,1536,405
es.Citect.Ampla.Inventory.Server.resources.dll,es.Citect.Ampla.Inventory.Server.resources.dll,scpxkour.dll|Citect.Ampla.Inventory.Server.resources.dll,7680,5.2.6135.0,0,1536,406
es.Citect.Ampla.Knowledge.Server.resources.dll,es.Citect.Ampla.Knowledge.Server.resources.dll,um78etah.dll|Citect.Ampla.Knowledge.Server.resources.dll,6144,5.2.6135.0,0,1536,407
es.Citect.Ampla.Maintenance.Server.resources.dll,es.Citect.Ampla.Maintenance.Server.resources.dll,bfbk7yma.dll|Citect.Ampla.Maintenance.Server.resources.dll,7680,5.2.6135.0,0,1536,408
es.Citect.Ampla.MasterData.Activities.resources.dll,es.Citect.Ampla.MasterData.Activities.resources.dll,algnhzxd.dll|Citect.Ampla.MasterData.Activities.resources.dll,4096,5.2.6135.0,0,1536,409
es.Citect.Ampla.MasterData.Server.resources.dll,es.Citect.Ampla.MasterData.Server.resources.dll,enz2etk8.dll|Citect.Ampla.MasterData.Server.resources.dll,7168,5.2.6135.0,0,1536,410
es.Citect.Ampla.MessageQueue.Server.resources.dll,es.Citect.Ampla.MessageQueue.Server.resources.dll,aqxdw8r0.dll|Citect.Ampla.MessageQueue.Server.resources.dll,6656,5.2.6135.0,0,1536,411
es.Citect.Ampla.Metrics.Server.resources.dll,es.Citect.Ampla.Metrics.Server.resources.dll,brs2qfer.dll|Citect.Ampla.Metrics.Server.resources.dll,23552,5.2.6135.0,0,1536,412
es.Citect.Ampla.Modules.Client.resources.dll,es.Citect.Ampla.Modules.Client.resources.dll,da-st54t.dll|Citect.Ampla.Modules.Client.resources.dll,56320,5.2.6135.0,0,1536,413
es.Citect.Ampla.Modules.Common.resources.dll,es.Citect.Ampla.Modules.Common.resources.dll,xo7dac6g.dll|Citect.Ampla.Modules.Common.resources.dll,8192,5.2.6135.0,0,1536,414
es.Citect.Ampla.MSSQL.Server.resources.dll,es.Citect.Ampla.MSSQL.Server.resources.dll,am6s5o3i.dll|Citect.Ampla.MSSQL.Server.resources.dll,7168,5.2.6135.0,0,1536,415
es.Citect.Ampla.Notification.Client.resources.dll,es.Citect.Ampla.Notification.Client.resources.dll,qyyayypl.dll|Citect.Ampla.Notification.Client.resources.dll,6656,5.2.6135.0,0,1536,416
es.Citect.Ampla.Notification.Server.resources.dll,es.Citect.Ampla.Notification.Server.resources.dll,gfsvijbw.dll|Citect.Ampla.Notification.Server.resources.dll,10752,5.2.6135.0,0,1536,417
es.Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll,es.Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll,f0_polik.dll|Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll,4608,5.2.6135.0,0,1536,418
es.Citect.Ampla.Planning.Recipe.Server.resources.dll,es.Citect.Ampla.Planning.Recipe.Server.resources.dll,2ppdjg2z.dll|Citect.Ampla.Planning.Recipe.Server.resources.dll,18944,5.2.6135.0,0,1536,419
es.Citect.Ampla.Planning.Server.resources.dll,es.Citect.Ampla.Planning.Server.resources.dll,yg4yagqk.dll|Citect.Ampla.Planning.Server.resources.dll,19456,5.2.6135.0,0,1536,420
es.Citect.Ampla.Plant2Business.Activities.resources.dll,es.Citect.Ampla.Plant2Business.Activities.resources.dll,wfrgx89z.dll|Citect.Ampla.Plant2Business.Activities.resources.dll,14848,5.2.6135.0,0,1536,421
es.Citect.Ampla.Plant2Business.Mapping.resources.dll,es.Citect.Ampla.Plant2Business.Mapping.resources.dll,9clwdmsi.dll|Citect.Ampla.Plant2Business.Mapping.resources.dll,5632,5.2.6135.0,0,1536,422
es.Citect.Ampla.Plant2Business.Server.resources.dll,es.Citect.Ampla.Plant2Business.Server.resources.dll,zposowee.dll|Citect.Ampla.Plant2Business.Server.resources.dll,19968,5.2.6135.0,0,1536,423
es.Citect.Ampla.Production.Server.ActiveReports.resources.dll,es.Citect.Ampla.Production.Server.ActiveReports.resources.dll,y_ko4pzl.dll|Citect.Ampla.Production.Server.ActiveReports.resources.dll,8704,5.2.6135.0,0,1536,424
es.Citect.Ampla.Production.Server.resources.dll,es.Citect.Ampla.Production.Server.resources.dll,lpfirdyr.dll|Citect.Ampla.Production.Server.resources.dll,6144,5.2.6135.0,0,1536,425
es.Citect.Ampla.Public.MSSQL.resources.dll,es.Citect.Ampla.Public.MSSQL.resources.dll,jy5ekr9m.dll|Citect.Ampla.Public.MSSQL.resources.dll,12288,5.2.6135.0,0,1536,426
es.Citect.Ampla.Quality.Server.ActiveReports.resources.dll,es.Citect.Ampla.Quality.Server.ActiveReports.resources.dll,nmwj3r7n.dll|Citect.Ampla.Quality.Server.ActiveReports.resources.dll,8704,5.2.6135.0,0,1536,427
es.Citect.Ampla.Quality.Server.resources.dll,es.Citect.Ampla.Quality.Server.resources.dll,-rf754pu.dll|Citect.Ampla.Quality.Server.resources.dll,12288,5.2.6135.0,0,1536,428
es.Citect.Ampla.WebServices.resources.dll,es.Citect.Ampla.WebServices.resources.dll,n24rl10t.dll|Citect.Ampla.WebServices.resources.dll,20480,5.2.6135.0,0,1536,436
es.Citect.Ampla.Workflow.Common.resources.dll,es.Citect.Ampla.Workflow.Common.resources.dll,lipmh2jn.dll|Citect.Ampla.Workflow.Common.resources.dll,4608,5.2.6135.0,0,1536,437
es.Citect.Ampla.Workflow.ServiceHost.resources.dll,es.Citect.Ampla.Workflow.ServiceHost.resources.dll,f9imkohl.dll|Citect.Ampla.Workflow.ServiceHost.resources.dll,4608,1.0.0.0,0,1536,438
es.ControlEditor.resources.dll,es.ControlEditor.resources.dll,wzlnzdwl.dll|ControlEditor.resources.dll,4096,5.2.6135.0,0,1536,443
es.ProductionAnalyst.resources.dll,es.ProductionAnalyst.resources.dll,muhbbm6c.dll|ProductionAnalyst.resources.dll,4096,5.2.6135.0,0,1536,445
es.ProductionAnalyst.Common.resources.dll,es.ProductionAnalyst.Common.resources.dll,x3hxwjpf.dll|ProductionAnalyst.Common.resources.dll,5120,5.2.6135.0,0,1536,444
es.Citect.Ampla.General.Client.Common.resources.dll,es.Citect.Ampla.General.Client.Common.resources.dll,vymjay1p.dll|Citect.Ampla.General.Client.Common.resources.dll,5120,5.2.6135.0,0,1536,399
fr.Citect.Ampla.ActiveReports.Server.resources.dll,fr.Citect.Ampla.ActiveReports.Server.resources.dll,uvenc20z.dll|Citect.Ampla.ActiveReports.Server.resources.dll,5120,5.2.6135.0,0,1536,650
fr.Citect.Ampla.Connectors.FileConnector.resources.dll,fr.Citect.Ampla.Connectors.FileConnector.resources.dll,i4ptn9fh.dll|Citect.Ampla.Connectors.FileConnector.resources.dll,6144,5.2.6135.0,0,1536,651
fr.Citect.Ampla.Connectors.SerialConnectors.resources.dll,fr.Citect.Ampla.Connectors.SerialConnectors.resources.dll,pbkgukn-.dll|Citect.Ampla.Connectors.SerialConnectors.resources.dll,6656,5.2.6135.0,0,1536,656
fr.Citect.Ampla.Controls.resources.dll,fr.Citect.Ampla.Controls.resources.dll,x6z4zlhf.dll|Citect.Ampla.Controls.resources.dll,28672,5.2.6135.0,0,1536,657
fr.Citect.Ampla.Cost.Server.resources.dll,fr.Citect.Ampla.Cost.Server.resources.dll,mbcfxs1s.dll|Citect.Ampla.Cost.Server.resources.dll,9216,5.2.6135.0,0,1536,658
fr.Citect.Ampla.Downtime.Server.ActiveReports.resources.dll,fr.Citect.Ampla.Downtime.Server.ActiveReports.resources.dll,w2oxwpay.dll|Citect.Ampla.Downtime.Server.ActiveReports.resources.dll,8192,5.2.6135.0,0,1536,659
fr.Citect.Ampla.Downtime.Server.resources.dll,fr.Citect.Ampla.Downtime.Server.resources.dll,dlhogvpy.dll|Citect.Ampla.Downtime.Server.resources.dll,18944,5.2.6135.0,0,1536,660
fr.Citect.Ampla.Energy.Server.resources.dll,fr.Citect.Ampla.Energy.Server.resources.dll,5nlzn-pd.dll|Citect.Ampla.Energy.Server.resources.dll,10240,5.2.6135.0,0,1536,661
fr.Citect.Ampla.Framework.Extras.resources.dll,fr.Citect.Ampla.Framework.Extras.resources.dll,yknwzih9.dll|Citect.Ampla.Framework.Extras.resources.dll,5632,5.2.6135.0,0,1536,662
fr.Citect.Ampla.General.Client.resources.dll,fr.Citect.Ampla.General.Client.resources.dll,iebuzvnt.dll|Citect.Ampla.General.Client.resources.dll,105984,5.2.6135.0,0,1536,666
fr.Citect.Ampla.General.Common.Chart.resources.dll,fr.Citect.Ampla.General.Common.Chart.resources.dll,-4pyqtq_.dll|Citect.Ampla.General.Common.Chart.resources.dll,8192,5.2.6135.0,0,1536,667
fr.Citect.Ampla.General.Common.Gui.resources.dll,fr.Citect.Ampla.General.Common.Gui.resources.dll,hhqjgf2n.dll|Citect.Ampla.General.Common.Gui.resources.dll,62976,5.2.6135.0,0,1536,668
fr.Citect.Ampla.General.Common.resources.dll,fr.Citect.Ampla.General.Common.resources.dll,x-c9bqfx.dll|Citect.Ampla.General.Common.resources.dll,8192,5.2.6135.0,0,1536,669
fr.Citect.Ampla.General.Server.ActiveReports.resources.dll,fr.Citect.Ampla.General.Server.ActiveReports.resources.dll,3hvbw8rs.dll|Citect.Ampla.General.Server.ActiveReports.resources.dll,5632,5.2.6135.0,0,1536,670
fr.Citect.Ampla.General.Server.resources.dll,fr.Citect.Ampla.General.Server.resources.dll,lromeanu.dll|Citect.Ampla.General.Server.resources.dll,199168,5.2.6135.0,0,1536,671
fr.Citect.Ampla.Inventory.Server.resources.dll,fr.Citect.Ampla.Inventory.Server.resources.dll,rts47w6f.dll|Citect.Ampla.Inventory.Server.resources.dll,7680,5.2.6135.0,0,1536,672
fr.Citect.Ampla.Knowledge.Server.resources.dll,fr.Citect.Ampla.Knowledge.Server.resources.dll,n1jp2s5s.dll|Citect.Ampla.Knowledge.Server.resources.dll,6144,5.2.6135.0,0,1536,673
fr.Citect.Ampla.Maintenance.Server.resources.dll,fr.Citect.Ampla.Maintenance.Server.resources.dll,2y-tkhxi.dll|Citect.Ampla.Maintenance.Server.resources.dll,7680,5.2.6135.0,0,1536,674
fr.Citect.Ampla.MasterData.Activities.resources.dll,fr.Citect.Ampla.MasterData.Activities.resources.dll,1egkklwt.dll|Citect.Ampla.MasterData.Activities.resources.dll,4096,5.2.6135.0,0,1536,675
fr.Citect.Ampla.MasterData.Server.resources.dll,fr.Citect.Ampla.MasterData.Server.resources.dll,unld6inb.dll|Citect.Ampla.MasterData.Server.resources.dll,7168,5.2.6135.0,0,1536,676
fr.Citect.Ampla.MessageQueue.Server.resources.dll,fr.Citect.Ampla.MessageQueue.Server.resources.dll,kk-6c4i5.dll|Citect.Ampla.MessageQueue.Server.resources.dll,6656,5.2.6135.0,0,1536,677
fr.Citect.Ampla.Metrics.Server.resources.dll,fr.Citect.Ampla.Metrics.Server.resources.dll,iqfxbstw.dll|Citect.Ampla.Metrics.Server.resources.dll,25088,5.2.6135.0,0,1536,678
fr.Citect.Ampla.Modules.Client.resources.dll,fr.Citect.Ampla.Modules.Client.resources.dll,3fqehb8x.dll|Citect.Ampla.Modules.Client.resources.dll,62464,5.2.6135.0,0,1536,679
fr.Citect.Ampla.Modules.Common.resources.dll,fr.Citect.Ampla.Modules.Common.resources.dll,2w_hswa3.dll|Citect.Ampla.Modules.Common.resources.dll,8192,5.2.6135.0,0,1536,680
fr.Citect.Ampla.MSSQL.Server.resources.dll,fr.Citect.Ampla.MSSQL.Server.resources.dll,hnal3no_.dll|Citect.Ampla.MSSQL.Server.resources.dll,7168,5.2.6135.0,0,1536,681
fr.Citect.Ampla.Notification.Client.resources.dll,fr.Citect.Ampla.Notification.Client.resources.dll,njjhatch.dll|Citect.Ampla.Notification.Client.resources.dll,7680,5.2.6135.0,0,1536,682
fr.Citect.Ampla.Notification.Server.resources.dll,fr.Citect.Ampla.Notification.Server.resources.dll,cqtcnc_g.dll|Citect.Ampla.Notification.Server.resources.dll,10752,5.2.6135.0,0,1536,683
fr.Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll,fr.Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll,dppiab4o.dll|Citect.Ampla.Planning.Recipe.Server.ActiveReports.resources.dll,4608,5.2.6135.0,0,1536,684
fr.Citect.Ampla.Planning.Recipe.Server.resources.dll,fr.Citect.Ampla.Planning.Recipe.Server.resources.dll,6s04uawv.dll|Citect.Ampla.Planning.Recipe.Server.resources.dll,18944,5.2.6135.0,0,1536,685
fr.Citect.Ampla.Planning.Server.resources.dll,fr.Citect.Ampla.Planning.Server.resources.dll,gacx2cji.dll|Citect.Ampla.Planning.Server.resources.dll,19456,5.2.6135.0,0,1536,686
fr.Citect.Ampla.Plant2Business.Activities.resources.dll,fr.Citect.Ampla.Plant2Business.Activities.resources.dll,jngveumb.dll|Citect.Ampla.Plant2Business.Activities.resources.dll,15360,5.2.6135.0,0,1536,687
fr.Citect.Ampla.Plant2Business.Mapping.resources.dll,fr.Citect.Ampla.Plant2Business.Mapping.resources.dll,rblgm0qp.dll|Citect.Ampla.Plant2Business.Mapping.resources.dll,5632,5.2.6135.0,0,1536,688
fr.Citect.Ampla.Plant2Business.Server.resources.dll,fr.Citect.Ampla.Plant2Business.Server.resources.dll,st9hk33d.dll|Citect.Ampla.Plant2Business.Server.resources.dll,19968,5.2.6135.0,0,1536,689
fr.Citect.Ampla.Production.Server.ActiveReports.resources.dll,fr.Citect.Ampla.Production.Server.ActiveReports.resources.dll,oa_vcmgq.dll|Citect.Ampla.Production.Server.ActiveReports.resources.dll,8704,5.2.6135.0,0,1536,690
fr.Citect.Ampla.Production.Server.resources.dll,fr.Citect.Ampla.Production.Server.resources.dll,ifc1h2p9.dll|Citect.Ampla.Production.Server.resources.dll,6144,5.2.6135.0,0,1536,691
fr.Citect.Ampla.Public.MSSQL.resources.dll,fr.Citect.Ampla.Public.MSSQL.resources.dll,i10ub1vu.dll|Citect.Ampla.Public.MSSQL.resources.dll,11776,5.2.6135.0,0,1536,692
fr.Citect.Ampla.Quality.Server.ActiveReports.resources.dll,fr.Citect.Ampla.Quality.Server.ActiveReports.resources.dll,x9ttlqri.dll|Citect.Ampla.Quality.Server.ActiveReports.resources.dll,8704,5.2.6135.0,0,1536,693
fr.Citect.Ampla.Quality.Server.resources.dll,fr.Citect.Ampla.Quality.Server.resources.dll,8c_fftpo.dll|Citect.Ampla.Quality.Server.resources.dll,12288,5.2.6135.0,0,1536,694
fr.Citect.Ampla.WebServices.resources.dll,fr.Citect.Ampla.WebServices.resources.dll,r7i35jgz.dll|Citect.Ampla.WebServices.resources.dll,19968,5.2.6135.0,0,1536,702
fr.Citect.Ampla.Workflow.Common.resources.dll,fr.Citect.Ampla.Workflow.Common.resources.dll,o9f0a9-h.dll|Citect.Ampla.Workflow.Common.resources.dll,4608,5.2.6135.0,0,1536,703
fr.Citect.Ampla.Workflow.ServiceHost.resources.dll,fr.Citect.Ampla.Workflow.ServiceHost.resources.dll,b9o_pmhj.dll|Citect.Ampla.Workflow.ServiceHost.resources.dll,4608,1.0.0.0,0,1536,704
fr.ControlEditor.resources.dll,fr.ControlEditor.resources.dll,th-4r5rr.dll|ControlEditor.resources.dll,4096,5.2.6135.0,0,1536,709
fr.ProductionAnalyst.resources.dll,fr.ProductionAnalyst.resources.dll,lunv8zsw.dll|ProductionAnalyst.resources.dll,4096,5.2.6135.0,0,1536,711
fr.ProductionAnalyst.Common.resources.dll,fr.ProductionAnalyst.Common.resources.dll,hmnn9-sc.dll|ProductionAnalyst.Common.resources.dll,5120,5.2.6135.0,0,1536,710
fr.Citect.Ampla.General.Client.Common.resources.dll,fr.Citect.Ampla.General.Client.Common.resources.dll,eqch6unn.dll|Citect.Ampla.General.Client.Common.resources.dll,5120,5.2.6135.0,0,1536,665
ptBr.Citect.Ampla.ActiveReports.Server.resources.dll,ptBr.Citect.Ampla.ActiveReports.Server.resources.dll,32otgyte.dll|Citect.Ampla.ActiveReports.Server.resources.dll,5120,5.2.6135.0,0,1536,820
ptBr.Citect.Ampla.Connectors.FileConnector.resources.dll,ptBr.Citect.Ampla.Connectors.FileConnector.resources.dll,4h17xd9s.dll|Citect.Ampla.Connectors.FileConnector.resources.dll,6656,5.2.6135.0,0,1536,821
ptBr.Citect.Ampla.Connectors.SerialConnectors.resources.dll,ptBr.Citect.Ampla.Connectors.SerialConnectors.resources.dll,5jvy_lqb.dll|Citect.Ampla.Connectors.SerialConnectors.resources.dll,6656,5.2.6135.0,0,1536,826
ptBr.Citect.Ampla.Controls.resources.dll,ptBr.Citect.Ampla.Controls.resources.dll,wc_w9kru.dll|Citect.Ampla.Controls.resources.dll,28672,5.2.6135.0,0,1536,827
ptBr.Citect.Ampla.Cost.Server.resources.dll,ptBr.Citect.Ampla.Cost.Server.resources.dll,nvbwvdx1.dll|Citect.Ampla.Cost.Server.resources.dll,8704,5.2.6135.0,0,1536,828
ptBr.Citect.Ampla.Downtime.Server.ActiveReports.resources.dll,ptBr.Citect.Ampla.Downtime.Server.ActiveReports.resources.dll,lyt4ny_b.dll|Citect.Ampla.Downtime.Server.ActiveReports.resources.dll,8192,5.2.6135.0,0,1536,829
ptBr.Citect.Ampla.Downtime.Server.resources.dll,ptBr.Citect.Ampla.Downtime.Server.resources.dll,j-kci86u.dll|Citect.Ampla.Downtime.Server.resources.dll,19456,5.2.6135.0,0,1536,830
ptBr.Citect.Ampla.Energy.Server.resources.dll,ptBr.Citect.Ampla.Energy.Server.resources.dll,ozsff3ce.dll|Citect.Ampla.Energy.Server.resources.dll,10240,5.2.6135.0,0,1536,831
ptBr.Citect.Ampla.Framework.Extras.resources.dll,ptBr.Citect.Ampla.Framework.Extras.resources.dll,vwhfsy7l.dll|Citect.Ampla.Framework.Extras.resources.dll,5632,5.2.6135.0,0,1536,832
ptBr.Citect.Ampla.General.Client.resources.dll,ptBr.Citect.Ampla.General.Client.resources.dll,rby_f0dg.dll|Citect.Ampla.General.Client.resources.dll,77824,5.2.6135.0,0,1536,836
ptBr.Citect.Ampla.General.Common.Chart.resources.dll,ptBr.Citect.Ampla.General.Common.Chart.resources.dll,v0v5txkr.dll|Citect.Ampla.General.Common.Chart.resources.dll,8192,5.2.6135.0,0,1536,837
ptBr.Citect.Ampla.General.Common.Gui.resources.dll,ptBr.Citect.Ampla.General.Common.Gui.resources.dll,x7typca1.dll|Citect.Ampla.General.Common.Gui.resources.dll,37376,5.2.6135.0,0,1536,838
ptBr.Citect.Ampla.General.Common.resources.dll,ptBr.Citect.Ampla.General.Common.resources.dll,ds2gluts.dll|Citect.Ampla.General.Common.resources.dll,8192,5.2.6135.0,0,1536,839
ptBr.Citect.Ampla.General.Server.ActiveReports.resources.dll,ptBr.Citect.Ampla.General.Server.ActiveReports.resources.dll,b7zn8fab.dll|Citect.Ampla.General.Server.ActiveReports.resources.dll,5632,5.2.6135.0,0,1536,840
ptBr.Citect.Ampla.General.Server.resources.dll,ptBr.Citect.Ampla.General.Server.resources.dll,rhtb-l8a.dll|Citect.Ampla.General.Server.resources.dll,175104,5.2.6135.0,0,1536,841
ptBr.Citect.Ampla.Inventory.Server.resources.dll,ptBr.Citect.Ampla.Inventory.Server.resources.dll,uodc7cji.dll|Citect.Ampla.Inventory.Server.resources.dll,7680,5.2.6135.0,0,1536,842
ptBr.Citect.Ampla.Knowledge.Server.resources.dll,ptBr.Citect.Ampla.Knowledge.Server.resources.dll,rwiukfxe.dll|Citect.Ampla.Knowledge.Server.resources.dll,6144,5.2.6135.0,0,1536,843
ptBr.Citect.Ampla.Maintenance.Server.resources.dll,ptBr.Citect.Ampla.Maintenance.Server.resources.dll,xw_qqjdq.dll|Citect.Ampla.Maintenance.Server.resources.dll,7680,5.2.6135.0,0,1536,844
ptBr.Citect.Ampla.MasterData.Activities.resources.dll,ptBr.Citect.Ampla.MasterData.Activities.resources.dll,rwqh1fka.dll|Citect.Ampla.MasterData.Activities.resources.dll,4096,5.2.6135.0,0,1536,845
ptBr.Citect.Ampla.MasterData.Server.resources.dll,ptBr.Citect.Ampla.MasterData.Server.resources.dll,wfdujdjp.dll|Citect.Ampla.MasterData.Server.resources.dll,7168,5.2.6135.0,0,1536,846
ptBr.Citect.Ampla.MessageQueue.Server.resources.dll,ptBr.Citect.Ampla.MessageQueue.Server.resources.dll,txtezvfp.dll|Citect.Ampla.MessageQueue.Server.resources.dll,6656,5.2.6135.0,0,1536,847
