LibID,Language,Component_,Version,Description,Directory_,Feature_,Cost
{F5078F18-C551-11D3-89B9-0000F81FE221},0,MSXML4_System.246EB7AD_459A_4FA8_83D1_41A46D7634B7,1024,,,FeatureService,-2147483648
