Web,Component_,Description,ConnectionTimeout,Directory_,State,Attributes,KeyAddress_,DirProperties_,Application_,Sequence,Log_,Id
DefaultWebSite,,Default Web Site,-2147483648,,-2147483648,-2147483648,AllUnassigned,,,-2147483648,,
